Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
80101,2008,05/18/2009,Coventry,402 HEMLOCK POINT DRIVE,208900.0,490000.0,0.426326531,Single Family,Single Family,14 - Foreclosure,6-20A-2-0,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
180144,2018,11/28/2018,West Hartford,338 TROUT BROOK DRIVE,107940.0,179000.0,0.603,Single Family,Single Family,06 - Portion of Property,TAKEN FOR HGWY,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
20288,2002,01/13/2003,Torrington,103 NOTTING HL GT,123000.0,240000.0,0.5125,Single Family,Single Family,06 - Portion of Property,TAKEN FOR HGWY,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
100037,2010,12/09/2010,Old Saybrook,123 ELM ST #12,48700.0,50000.0,0.974,Single Family,Single Family,06 - Portion of Property,COMMERCIAL CONDO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
111323,2011,08/28/2012,Bridgeport,50 GREEN HOUSE RD UNIT 10A,121230.0,77500.0,1.564258065,Condo,Condo,25 - Other,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
180237,2018,11/14/2018,Waterbury,28 OAKRIDGE RD,71870.0,115000.0,0.6249,Single Family,Single Family,25 - Other,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
30169,2003,09/28/2004,Durham,11 OLDE YANKEE WAY,256130.0,575000.0,0.445443478,Single Family,Single Family,7.0,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
10002,2001,10/04/2001,Goshen,16 DEER RUN LN,36830.0,95000.0,0.387684211,Single Family,Single Family,7.0,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.07916 41.31877)
220083,2022,11/22/2022,Trumbull,21 HAVESTER ROAD,344120.0,635000.0,0.5419,Residential,Single Family,7.0,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.237694974 41.244166983)
120081,2012,12/19/2012,Cheshire,79 GROVE ST,177920.0,140000.0,1.270857143,Single Family,Single Family,01 - Family,FORECLOSURE PER JUDICIAL WEBSITE,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.237694974 41.244166983)
800018,2008,11/24/2008,Middlebury,423 LONG MEADOW ROAD,369600.0,525000.0,0.704,Single Family,Single Family,01 - Family,colonial,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.13856 41.5121)
1901748,2019,09/17/2020,Stamford,81 NATHAN HALE DRIVE,496520.0,880000.0,0.5642,Single Family,Single Family,01 - Family,TRUSTEE'S DEED,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.13856 41.5121)
140080,2014,03/23/2015,Windsor Locks,65 ELLA T GRASSO TPKE,5852600.0,11009948.0,0.531573809,Single Family,Single Family,25 - Other,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-73.13856 41.5121)
61082,2006,08/17/2007,Bristol,157 STEARNS ST,90430.0,199900.0,0.452376188,Single Family,Single Family,8.0,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.93521 41.6795)
30153,2003,05/17/2004,East Haddam,155 BALLAHACK RD,160100.0,295000.0,0.542711864,Single Family,Single Family,8.0,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.39631 41.48279)
60021,2006,10/20/2006,Ellington,16 BRONISZ DR,91260.0,400000.0,0.22815,Single Family,Single Family,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.39631 41.48279)
60536,2006,08/31/2007,Branford,178 JEFFERSON WOODS,102400.0,180000.0,0.568888889,Condo,Condo,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.39631 41.48279)
60304,2006,09/04/2007,Clinton,36 BEN MERRILL RD,318100.0,540000.0,0.589074074,Single Family,Single Family,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.39631 41.48279)
170456,2017,07/11/2018,Groton,211 FORT HILL RD,94780.0,193000.0,0.491,Single Family,Single Family,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.39631 41.48279)
40011,2004,10/05/2004,Woodstock,4 WOODSTOCK MDWS,64750.0,160000.0,0.4046875,Single Family,Single Family,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
180995,2018,09/16/2019,New Haven,55 ARTHUR ST,68320.0,174000.0,0.3926,Two Family,Two Family,07 - Change in Property,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
20319,2002,08/15/2003,Wolcott,SPINDLE HL RD,0.0,30000.0,0.0,Two Family,Two Family,1.0,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
160191,2016,04/24/2017,Avon,44 BRIAN LANE,573080.0,710000.0,0.80715493,Single Family,Single Family,1.0,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
200174,2020,05/04/2021,Windsor Locks,17 STEVENS ST,140000.0,177500.0,0.7887,Residential,Single Family,1.0,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
51179,2005,07/12/2006,Meriden,74 LORI LN,29680.0,260750.0,0.113825503,Residential,Single Family,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
90829,2009,08/16/2010,Norwalk,11 WILLOW ST,285040.0,305000.0,0.934557377,Single Family,Single Family,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-71.96379 41.9573)
220186,2022,06/12/2023,Windham,32 HEWITT ST,75440.0,233000.0,0.3237,Residential,Two Family,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
30177,2003,11/04/2003,Hartford,82-84 ASHFORD ST,69510.0,178000.0,0.390505618,Residential,Two Family,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
60035,2006,11/20/2006,Putnam,7 KNOLLWOODS LN,75900.0,157000.0,0.48343949,Condo,Condo,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
70055,2007,01/31/2008,Mansfield,51A EASTBROOK HEIGHTS,98630.0,169500.0,0.581887906,Condo,Condo,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
10577,2001,02/19/2002,Bristol,874 TERRYVILLE AVE,220850.0,335000.0,0.659253731,Condo,Condo,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
60031,2006,10/10/2006,Naugatuck,97 MORNING MIST RD,90400.0,201500.0,0.448635236,Single Family,Single Family,7,SALES RATIO,UPDATED KITCHEN AND BATHS PER MLS,POINT (-72.206488034 41.716122991)
17078,2017,06/05/2018,Lebanon,70 LAKESIDE DR,180160.0,155000.0,1.162322581,Single Family,Single Family,7,SALES RATIO,NO MLS,POINT (-72.206488034 41.716122991)
1600189,2016,06/12/2017,Wolcott,27 COUNTY RD,105080.0,163000.0,0.644662577,Single Family,Single Family,7,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-72.206488034 41.716122991)
80913,2008,08/13/2009,New Haven,382 WINTHROP AV,224420.0,100000.0,2.2442,Three Family,Three Family,13 - Bankrupcy,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-72.206488034 41.716122991)
30273,2003,07/09/2004,Coventry,94 STONEHOUSE RD,277130.0,249900.0,1.108963585,Three Family,Three Family,7.0,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-72.206488034 41.716122991)
60683,2006,09/11/2007,West Haven,28 FLORENCE ST,163030.0,222000.0,0.734369369,Single Family,Single Family,7.0,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-72.206488034 41.716122991)
130093,2013,05/28/2014,Griswold,15 GEORGE ST UNIT 26,68670.0,80000.0,0.858375,Condo,Condo,7.0,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-73.07634 41.39901)
70598,2007,06/16/2008,Meriden,1002 QUINNIPIAC VLG,111680.0,156500.0,0.713610224,Condo,Condo,7.0,NOTHING AVAILABLE TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,NO MLS,POINT (-72.87813 41.31466)
160009,2016,10/27/2016,Washington,143 SOUTH ST,285020.0,250000.0,1.14008,Single Family,Single Family,25 - Other,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,NO MLS,POINT (-72.87813 41.31466)
220368,2022,03/01/2023,Meriden,147 CARTER AVE EXT,167720.0,315000.0,0.5324,Residential,Single Family,25 - Other,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,NO MLS,POINT (-72.813263979 41.530090003)
140100,2014,06/29/2015,Westbrook,8 SCHOOL HILL LANE,215440.0,312500.0,0.689408,Single Family,Single Family,25 - Other,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,NO MLS,POINT (-72.449 41.29718)
1801316,2018,07/03/2019,Stamford,80 LAWN AVENUE # 11,187180.0,330000.0,0.567212121,Condo,Condo,07 - Change in Property,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51842 41.05862)
11071,2001,07/15/2002,Milford,40 DEERFIELD AVE,106540.0,250000.0,0.42616,Condo,Condo,07 - Change in Property,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51842 41.05862)
60015,2006,10/02/2006,Bridgeport,105 WILLIAM ST UT 105B,52500.0,95000.0,0.552631579,Single Family,Single Family,07 - Change in Property,Property Not Advertised For Sale.  Not between Willing Buyer & Seller,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18656 41.18573)
220415,2022,03/15/2023,Meriden,292 COOK AVE,107170.0,50625.0,2.1169,Commercial,Single Family,08 - Part Interest,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.808332989 41.530032)
20125,2002,12/02/2002,Windsor,15 PHELPS ST,69440.0,185660.0,0.37401702,Commercial,Single Family,08 - Part Interest,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.808332989 41.530032)
213456,2021,04/26/2022,North Haven,7 WOODSIDE DR,137250.0,310000.0,0.4427,Residential,Single Family,08 - Part Interest,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.855393017 41.393361004)
20066,2002,10/08/2002,Stamford,70 STRAWBERRY HL AVE,65380.0,185000.0,0.353405405,Residential,Single Family,08 - Part Interest,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.855393017 41.393361004)
60559,2006,08/06/2007,New Milford,14 BRENTWOOD RD,171710.0,227500.0,0.754769231,Single Family,Single Family,08 - Part Interest,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.38072 41.61142)
150588,2015,01/28/2016,Ansonia,199 HOWARD AVENUE,111800.0,55000.0,2.032727273,Single Family,Single Family,14 - Foreclosure,NOT OPENLY MARKETED  SALE FROM ESTATE PART INTEREST,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.38072 41.61142)
160022,2016,10/13/2016,Middletown,1083 CHAMBERLAIN HILL RD,172680.0,163000.0,1.059386503,Single Family,Single Family,25 - Other,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.38072 41.61142)
40386,2004,09/16/2005,Plainville,11 ASHFORD RD,71730.0,175000.0,0.409885714,Single Family,Single Family,14,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.38072 41.61142)
140155,2014,02/17/2015,Windsor,42 SAWKA CIR,175350.0,247000.0,0.709919028,Single Family,Single Family,14,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.66578 41.88538)
31131,2003,07/09/2004,New Britain,101 HATCH ST,65870.0,105000.0,0.627333333,Single Family,Single Family,1.0,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.66578 41.88538)
40258,2004,04/05/2005,Avon,5 ELLSWORTH PL,360770.0,618254.0,0.583530394,Single Family,Single Family,1.0,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.91367 41.78349)
220439,2022,02/15/2023,Branford,30 LOMARTRA LA,343900.0,835000.0,0.4118,Residential,Single Family,1.0,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.766506035 41.293472984)
10236,2001,04/10/2002,Bethel,46 GREENWOOD AVE,108820.0,200000.0,0.5441,Residential,Single Family,1.0,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.40376 41.37124)
100010,2010,10/07/2010,Meriden,100 CENTENNIAL AVE,110990.0,82423.0,1.346590151,Single Family,Single Family,18 - In Lieu Of Foreclosure,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.82382 41.53862)
210079,2021,11/29/2021,Ledyard,343 COLONEL LEDYARD HWY,138880.0,266000.0,0.5221,Residential,Single Family,18 - In Lieu Of Foreclosure,record changed after review of MLS listing - change half story to vaulted ceiling.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.994193034 41.400164008)
160214,2016,03/06/2017,Trumbull,87 LEONARD PL,168420.0,222000.0,0.758648649,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.994193034 41.400164008)
80222,2008,01/20/2009,Hartford,523-525 FRANKLIN AV,240480.0,650000.0,0.369969231,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.994193034 41.400164008)
20018,2020,11/13/2020,Sherman,3 ROSE LANE,145700.0,262000.0,0.5561,Residential,Single Family,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-71.994193034 41.400164008)
180396,2018,02/11/2019,Bristol,565 CLARK AVE UN 21,71610.0,105000.0,0.682,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.98419 41.68508)
60039,2006,10/16/2006,Middletown,248 CARRIAGE XING LN,67090.0,163000.0,0.411595092,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.98419 41.68508)
32004,2003,06/17/2004,Waterbury,2 CRAFTWOOD RD 3,22190.0,38000.0,0.583947368,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.98419 41.68508)
13584,2013,02/14/2014,Stamford,825 HOPE STREET #1,205620.0,325000.0,0.632676923,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
11237,2001,06/19/2002,Norwalk,15 MCALLISTER AVE,182140.0,414900.0,0.438997349,Condo,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
13115,2013,11/19/2013,Hartford,153 MONROE ST,45015.0,123000.0,0.36597561,Single Family,Single Family,10 - A Will,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
800213,2008,08/03/2009,Waterford,23 SHORE DR,219940.0,292000.0,0.753219178,Single Family,Single Family,10 - A Will,SALE OF FORECLOSED PROPERTY,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
1900104,2019,11/25/2019,New Milford,24 GAYLORD RD,163730.0,125000.0,1.3098,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
90135,2009,03/10/2010,Ridgefield,7 RAMAPOO RD,437344.0,552000.0,0.792289855,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
1600233,2016,07/31/2017,Suffield,1271 HILL ST,212800.0,323500.0,0.657805255,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
30036,2003,10/08/2003,New Milford,2 RILEY CRK TRL,219240.0,404000.0,0.542673267,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
80068,2008,07/02/2009,Hebron,142 GRAYVILLE RD,279310.0,365000.0,0.765232877,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51902 41.08726)
10278,2001,08/26/2002,Granby,3 DOGWOOD CT,96180.0,214000.0,0.449439252,Single Family,Single Family,25 - Other,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.7926 41.94611)
170043,2017,01/02/2018,Easton,39 FAIRVIEW AVE,486320.0,405100.0,1.200493705,Single Family,Single Family,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.7926 41.94611)
210648,2021,03/21/2022,Bristol,206 BLAKESLEE ST UN 7,47810.0,111000.0,0.4307,Residential,Condo,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.928424959 41.672886997)
190432,2019,07/21/2020,Trumbull,10 SANFORD AVE,255570.0,415000.0,0.6158,Single Family,Single Family,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.23413 41.27408)
210285,2021,11/09/2021,Bridgeport,178 COLEMAN ST,185710.0,360000.0,0.5158,Residential,Two Family,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
33000,2003,09/27/2004,Stamford,103 HUBBARD AVE,207900.0,720000.0,0.28875,Residential,Two Family,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
190688,2019,09/02/2020,Enfield,20 BIRCHWOOD RD,140710.0,249900.0,0.5631,Single Family,Single Family,14 - Foreclosure,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
40482,2004,08/09/2005,Stonington,HICKORY LN,34500.0,20000.0,1.725,Single Family,Single Family,25,"SHORT SALE; SOLD ""AS-IS"" CONDITION",TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
900665,2009,07/12/2010,Bristol,112 TURTLEBROOK LANE,218780.0,274900.0,0.795853037,Condo,Condo,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
160003,2016,10/03/2016,New Britain,28 EVERETT ST,73780.0,142000.0,0.519577465,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
30455,2003,03/08/2004,Middletown,275 RIDGE RD,119260.0,202500.0,0.588938272,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
60054,2006,05/14/2007,Bolton,3 SUNSET LN,132740.0,180000.0,0.737444444,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
200759,2020,03/22/2021,Greenwich,2 TREE TOP TERRACE,758450.0,1490000.0,0.509,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.198889025 41.179905991)
10656,2001,08/02/2002,Branford,73 D OAKWOODS,49140.0,57000.0,0.862105263,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.77385 41.41334)
20812,2002,06/06/2003,Fairfield,341 ORCHARD HL LN,458500.0,907000.0,0.505512679,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.77385 41.41334)
40663,2004,07/06/2005,Naugatuck,117 GORMAN ST,87700.0,169000.0,0.518934911,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.77385 41.41334)
21054,2002,08/01/2003,Fairfield,940 OLDFIELD RD,334390.0,684000.0,0.488874269,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.77385 41.41334)
40963,2004,08/01/2005,Manchester,85 ALTON ST,73000.0,190000.0,0.384210526,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.52828 41.78587)
40564,2004,12/30/2004,New Haven,50 BENTON ST,79170.0,177000.0,0.447288136,Residential,Single Family,10,NEW CONSTRUCTION.,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.52828 41.78587)
110120,2011,06/22/2012,Ledyard,24 ROBIN HOOD DR,230370.0,245000.0,0.940285714,Single Family,Single Family,25 - Other,SHORT SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
160112,2016,12/23/2016,Cheshire,160 REMUS RD,163690.0,290000.0,0.564448276,Single Family,Single Family,25 - Other,SHORT SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
160335,2016,06/30/2017,Trumbull,22 SALLY ANN DR,291830.0,437500.0,0.66704,Single Family,Single Family,25 - Other,SHORT SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
40023,2004,10/04/2004,Hartford,74 MONTROSE ST,58240.0,162000.0,0.359506173,Single Family,Single Family,25 - Other,SHORT SALE,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
100217,2010,05/02/2011,Torrington,238 MOORE DR,111860.0,135000.0,0.828592593,Single Family,Single Family,25 - Other,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
70744,2007,08/27/2008,Fairfield,81 LINLEY DR,374290.0,360000.0,1.039694444,Single Family,Single Family,25 - Other,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.06822 41.43495)
1800538,2018,01/23/2019,Stamford,80 LAWN AVENUE # 11,187180.0,190000.0,0.9851,Condo,Condo,25 - Other,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51842 41.05862)
80440,2008,07/10/2009,Fairfield,124 PRINCESS PINE LANE,1527400.0,1287500.0,1.186330097,Single Family,Single Family,25 - Other,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.51842 41.05862)
200252,2020,12/09/2020,Meriden,293 GLEN HILL RD,92610.0,169900.0,0.545,Residential,Single Family,25 - Other,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.82611 41.5309)
15061,2015,11/19/2015,North Haven,2 OLD ORCHARD ROAD,477750.0,285600.0,1.672794118,Single Family,Single Family,14 - Foreclosure,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-72.82611 41.5309)
70273,2007,11/13/2007,Bridgeport,1359-61 NOBLE AVE,90300.0,15000.0,6.02,Two Family,Two Family,08 - Part Interest,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18448 41.20046)
90889,2009,06/07/2010,Stamford,444 BEDFORD STREET 5R,215010.0,245000.0,0.877591837,Condo,Condo,08 - Part Interest,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18448 41.20046)
30227,2003,04/06/2004,East Lyme,101 W MAIN ST 7,82740.0,209000.0,0.395885167,Condo,Condo,08 - Part Interest,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18448 41.20046)
170039,2017,02/02/2018,Salisbury,26 BURTON,332400.0,650000.0,0.5113,Condo,Condo,08 - Part Interest,FIDUCIARY DEED,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #1800538,POINT (-73.18448 41.20046)
